address,city,country,keys,latitude,longitude,name,postalCode,province,websites,websites2,website3,website4, website5
6080 S Congress Ave,Lake Worth,US,us/fl/lakeworth/6080scongressave/-2061630068,26.5868,-80.0934,Burger King,33462,FL,http://www.bk.com,,,,
20505 Old Cutler Rd,Miami,US,us/fl/miami/20505oldcutlerrd/-2061630068,25.576898,-80.338895,Burger King,33189,FL,http://www.bk.com,,,,
1994 Silas Deane Hwy,Rocky Hill,US,us/ct/rockyhill/1994silasdeanehwy/-1161002137,41.6735,-72.6458,McDonald's,6067,CT,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
32 Shunpike Rd,Cromwell,US,us/ct/cromwell/32shunpikerd/106088,41.6017,-72.6757,KFC,6416,CT,http://www.kfc.com,,,,
186 Prospect Ave,Hartford,US,us/ct/hartford/186prospectave/-2061630068,41.75147,-72.71354,Burger King,6106,CT,http://www.bk.com,https://locations.bk.com/ct/hartford/186-prospect-ave.html,,,
2375 Berlin Tpke,Newington,US,us/ct/newington/2375berlintpke/-1161002137,41.68711,-72.70807,McDonald's,6111,CT,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
3181 Sr 44,New Smyrna Beach,US,us/fl/newsmyrnabeach/3181sr44/-1161002137,29.0134,-80.9927,McDonald's,32168,FL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
815 S Congress Ave,West Palm Beach,US,us/fl/westpalmbeach/815scongressave/-2061630068,26.66468,-80.088661,Burger King,33406,FL,http://www.bk.com,,,,
1452 Pasadena Ave S,Saint Petersburg,US,us/fl/saintpetersburg/1452pasadenaaves/-791445730,27.753955,-82.737569,Wendy's,33707,FL,http://www.wendys.com,,,,
2300 W Sunrise Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/2300wsunriseblvd/-1161002137,26.1362,-80.1738,Mcdonalds,33311,FL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
9220 W Commercial Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/9220wcommercialblvd/-1161002137,26.1932,-80.2733,McDonald's,33351,FL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
171 S Indiana Ave,Englewood,US,us/fl/englewood/171sindianaave/-2061630068,26.958926,-82.353066,Burger King,34223,FL,http://www.bk.com,,,,
415 US Highway 41 Byp N,Venice,US,us/fl/venice/415ushighway41bypn/-2061630068,27.0929,-82.4442,Burger King,34285,FL,http://www.bk.com,,,,
1855 N Flamingo Rd,Fort Lauderdale,US,us/fl/fortlauderdale/1855nflamingord/-2061630068,26.148915,-80.31435,Burger King,33323,FL,http://www.bk.com,,,,
7299 W Commercial Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/7299wcommercialblvd/-2061630068,26.19387,-80.248037,Burger King,33319,FL,http://www.bk.com,,,,
2201 W Oakland Park Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/2201woaklandparkblvd/-2061630068,26.1656,-80.1718,Burger King,33311,FL,http://www.bk.com,,,,
7871 Pines Blvd,Hollywood,US,us/fl/hollywood/7871pinesblvd/-2061630068,26.009567,-80.244945,Burger King,33024,FL,http://www.bk.com,,,,
3200 N University Dr,Fort Lauderdale,US,us/fl/fortlauderdale/3200nuniversitydr/-2061630068,26.1661,-80.2565,Burger King,33351,FL,http://www.bk.com,,,,
131 West 23rd St,Panama City,US,us/fl/panamacity/131west23rdst/-442344130,30.1893,-85.6621,Krystal,32405,FL,http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/florida/panama-city-west-23rd-street/,,,
235 Palm Bay Rd W,Melbourne,US,us/fl/melbourne/235palmbayrdw/-1161002137,28.0363,-80.6647,McDonald's,32904,FL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
18878 Coastal Hwy,Rehoboth Beach,US,us/de/rehobothbeach/18878coastalhwy/-1161002137,38.7316,-75.1347,McDonald's,19971,DE,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
28669 E Dupont Hwy,Millsboro,US,us/de/millsboro/28669eduponthwy/93075755,38.575634,-75.285586,Arby's,19966,DE,http://www.arbys.com,http://locations.arbys.com/us/de/millsboro/28669-e-dupont-hwy.html,,,
820 Norman Eskridge Hwy,Seaford,US,us/de/seaford/820normaneskridgehwy/-66712705,38.64991,-75.60306,Pizza Hut,19973,DE,http://www.pizzahut.com,,,,
2340 St Rd 16,Saint Augustine,US,us/fl/saintaugustine/2340strd16/-1161002137,29.9174,-81.4088,McDonald's,32084,FL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
11400 Forest Ln,Clive,US,us/ia/clive/11400forestln/-1161002137,41.601,-93.7717,McDonald's,50325,IA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
163 Altama Connector,Brunswick,US,us/ga/brunswick/163altamaconnector/93075755,31.213987,-81.488197,Arby's,31525,GA,http://www.arbys.com,http://arbys.com,http://locations.arbys.com/us/ga/brunswick/163-altama-connector.html,,
410 S Columbia Ave Ste Q,Rincon,US,us/ga/rincon/410scolumbiaavesteq/93075755,32.276586,-81.22894,Arby's,31326,GA,http://www.arbys.com,http://locations.arbys.com/us/ga/rincon/410-s-columbia-ave-ste-q.html,,,
4690 Us Highway 80 E,Savannah,US,us/ga/savannah/4690ushighway80e/-448666054,32.0436,-81.0086,Five Guys,31410,GA,http://fiveguys.com,,,,
13791 US Highway 19 S,Thomasville,US,us/ga/thomasville/13791ushighway19s/-1947870258,30.8432,-83.9477,Jimmy John's,31792,GA,,,,,
523 S Burlington Ave,Hastings,US,us/ne/hastings/523sburlingtonave/-891525969,40.57884,-98.39202,Subway,68901,NE,http://www.subway.com,,,,
440 West 3rd,Chadron,US,us/ne/chadron/440west3rd/93075755,42.8301,-103.0059,Arby's,69337,NE,http://www.arbys.com,http://locations.arbys.com/us/ne/chadron/440-west-3rd.html,,,
3706 Cimarron Ave,Hastings,US,us/ne/hastings/3706cimarronave/-864103396,40.62123,-98.38435,Taco Bell,68901,NE,http://www.tacobell.com,https://locations.tacobell.com/ne/hastings/3706-cimarron-ave-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024210andutm_content=website,https://locations.tacobell.com/ne/hastings/3706-cimarron-ave-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=024210&utm_content=website,,
927 W 14th St,Hastings,US,us/ne/hastings/927w14thst/-2061630068,40.60045,-98.39294,Burger King,68901,NE,https://locations.bk.com/ne/hastings/927-w-14-st.html,http://www.bk.com,,,
710 Riverside Mall,Utica,US,us/ny/utica/710riversidemall/-1161002137,43.1231,-75.2256,McDonald's,13502,NY,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
225 Western Ave,Augusta,US,us/me/augusta/225westernave/-891525969,44.31434,-69.80071,Subway,4330,ME,http://www.subway.com,,,,
2423 N Main St,Roswell,US,us/nm/roswell/2423nmainst/-1055723171,33.42296,-104.52263,Domino's Pizza,88201,NM,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,
2110 N Main St,Roswell,US,us/nm/roswell/2110nmainst/1832448210,33.417878,-104.523131,Whataburger,88201,NM,https://locations.whataburger.com/nm/roswell/2110-n-main-st.html/,https://locations.whataburger.com/nm/roswell/2110-n-main-st.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,https://locations.whataburger.com/nm/roswell/2110-n-main-st.html/?utm_source=yextpages&utm_medium=locallistings&utm_campaign=yextpages,,
1101 N Main St,Roswell,US,us/nm/roswell/1101nmainst/-791445730,33.405,-104.5225,Wendy's,88201,NM,http://www.wendys.com,,,,
1103 Main Ave,Crete,US,us/ne/crete/1103mainave/108876530,40.623491,-96.961452,Runza,68333,NE,,,,,
223 W 4th Street,Holloman Air Force Base,US,us/nm/hollomanairforcebase/223w4thstreet/-1161002137,32.8399,-106.0808,McDonalds,88330,NM,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
421 S White Sands Blvd,Alamogordo,US,us/nm/alamogordo/421swhitesandsblvd/93075755,32.88622,-105.95962,Arby's,88310,NM,https://locations.arbys.com/us/nm/alamogordo/421-s-white-sands-blvd.html,http://www.arbys.com,http://locations.arbys.com/us/nm/alamogordo/421-s-white-sands-blvd.html,,
1518 E Santa Fe Ave,Grants,US,us/nm/grants/1518esantafeave/-864103396,35.12837,-107.82688,Taco Bell,87020,NM,https://locations.tacobell.com/nm/grants/1518-e-santa-fe-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033694andutm_content=website,http://www.tacobell.com,https://locations.tacobell.com/nm/grants/1518-e-santa-fe-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=033694&utm_content=website,,
1335 Grand Ave,Las Vegas,US,us/nm/lasvegas/1335grandave/-2061630068,35.6061,-105.21133,Burger King,87701,NM,https://locations.bk.com/nm/las-vegas/1335-north-grand-ave.html,http://www.bk.com,,,
200 N Main St,Roswell,US,us/nm/roswell/200nmainst/-891525969,33.39443,-104.52325,Subway,88201,NM,http://subway.com,http://www.subway.com,,,
1800 W Santa Fe Ave,Grants,US,us/nm/grants/1800wsantafeave/106088,35.158882,-107.87396,KFC,87020,NM,http://www.kfc.com,,,,
324 S Canal St,Carlsbad,US,us/nm/carlsbad/324scanalst/-791445730,32.417691,-104.228982,Wendy's,88220,NM,http://www.wendys.com,,,,
1305 W Pierce,Carlsbad,US,us/nm/carlsbad/1305wpierce/93075755,32.435419,-104.244109,Arby's,88220,NM,http://www.arbys.com,http://locations.arbys.com/us/nm/carlsbad/1305-w-pierce.html,,,
1231 Union Ave,Laconia,US,us/nh/laconia/1231unionave/-1161002137,43.55903,-71.45369,McDonald's,3246,NH,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
585 Union Ave,Laconia,US,us/nh/laconia/585unionave/-1055723171,43.54233,-71.46532,Domino's Pizza,3246,NH,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,
1711 7th St,Las Vegas,US,us/nm/lasvegas/17117thst/93075755,35.60931,-105.22369,Arby's,87701,NM,https://locations.arbys.com/us/nm/las-vegas/1711-7th-st.html,http://www.arbys.com,http://locations.arbys.com/us/nm/las-vegas/1711-7th-st.html,,
611 Mills Ave,Las Vegas,US,us/nm/lasvegas/611millsave/-1055723171,35.60497,-105.22239,Domino's Pizza,87701,NM,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,
1415 7th St,Las Vegas,US,us/nm/lasvegas/14157thst/-864103396,35.60421,-105.22263,Taco Bell,87701,NM,https://locations.tacobell.com/nm/las-vegas/1415-7th-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024685andutm_content=website,http://www.tacobell.com,https://locations.tacobell.com/nm/las-vegas/1415-7th-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=024685&utm_content=website,,
276 Grant Ave,Auburn,US,us/ny/auburn/276grantave/106088,42.9532,-76.5443,KFC,13021,NY,,,,,
5800 Tri State Toll Rd,Hinsdale,US,us/il/hinsdale/5800tristatetollrd/-891525969,41.84019,-87.91984,Subway,60521,IL,http://www.subway.com,http://subway.com,,,
171 Market St,Potsdam,US,us/ny/potsdam/171marketst/-1161002137,44.68327,-74.98749,McDonald's,13676,NY,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1602 State Highway 37,Massena,US,us/ny/massena/1602statehighway37/-864103396,44.950269,-74.844373,Taco Bell,13662,NY,http://www.tacobell.com,https://locations.tacobell.com/ny/massena/1602-state-highway-37.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=015717andutm_content=website,https://locations.tacobell.com/ny/massena/1602-state-highway-37.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=015717&utm_content=website,,
176 Market St,Potsdam,US,us/ny/potsdam/176marketst/-2061630068,44.68316,-74.98685,Burger King,13676,NY,http://www.bk.com,https://locations.bk.com/ny/potsdam/176-market-st.html,https://www.bk.com,,
735 Broad St,Salamanca,US,us/ny/salamanca/735broadst/-1161002137,42.15845,-78.74418,McDonald's,14779,NY,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
379 Chestnut St,Oneonta,US,us/ny/oneonta/379chestnutst/-1161002137,42.45366,-75.0909,McDonald's,13820,NY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
732 State Highway 28,Oneonta,US,us/ny/oneonta/732statehighway28/-864103396,42.446298,-75.054106,Taco Bell,13820,NY,http://www.tacobell.com,https://locations.tacobell.com/ny/oneonta/732-state-highway-28.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026365andutm_content=website,https://locations.tacobell.com/ny/oneonta/732-state-highway-28.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=026365&utm_content=website,,
5044 State Highway 23,Oneonta,US,us/ny/oneonta/5044statehighway23/-2061630068,42.44835,-75.04251,Burger King,13820,NY,https://locations.bk.com/ny/oneonta/5044-state-highway-23.html,http://www.bk.com,,,
10389 Airline Hwy,Baton Rouge,US,us/la/batonrouge/10389airlinehwy/1082608893,30.415208,-91.068066,Waffle House,70816,LA,https://locations.wafflehouse.com/la-baton-rouge-155,,,,
21182 Salmon Run Mall Loop W Ste 204,Watertown,US,us/ny/watertown/21182salmonrunmallloopwste204/-864103396,43.9765,-75.9516,Taco Bell,13601,NY,http://www.tacobell.com,,,,
2291 Roosevelt Rd,Marinette,US,us/wi/marinette/2291rooseveltrd/-1161002137,45.08054,-87.66095,McDonalds,54143,WI,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
555 Albany Ave,Kingston,US,us/ny/kingston/555albanyave/-1161002137,41.94418,-73.99704,McDonald's,12401,NY,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
4407 Mcmasters Ave,Hannibal,US,us/mo/hannibal/4407mcmastersave/-1161002137,39.721645,-91.391994,McDonald's,63401,MO,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
412 N State St,Park Hills,US,us/mo/parkhills/412nstatest/-864103396,37.874667,-90.512367,Taco Bell,63601,MO,https://locations.tacobell.com/mo/desloge/412-n-state-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028487andutm_content=website,http://www.tacobell.com,,,
1208 N Desloge Dr,Park Hills,US,us/mo/parkhills/1208ndeslogedr/-230519289,37.88097,-90.51357,Jack in the Box,63601,MO,http://www.jackinthebox.com,https://www.jackinthebox.com/locations,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJIz5NnOhGJExZnz901Wm4LT4s7DS1vfytZSONZvf_aH2t4ZmZ2O0La7vCbFdno9opTizXy2rKhY-CqZK0f8d_f4aNR7tVYvTlXyV_Gl8XVjqua_bkiaN32ev8QsxiIN1iQl6Y4zv8nBN7Y1x1R58HTYTjz1Fs5IA58hYQ3wDLvUdc9If2zUu8Hmk8_mTLaFCqNMnpRwq5hn7g1pEittzmJ6XsfysniYwehWkZMVfZSInSx0uy1GytMwXTX8l9sfx7flG2ZrOy_wv_8GcY4iZCNuo4nfAY_puQ_4HRUTBOUttTCx-Q5Liax_QGk-zd8gzTxO5aYEiQ6cNwyYBKQzVk5IOiin1Inu2p&placement=listing_profile&cs_user=unknown&cs_session=a6e1e1d2c7e1c1bfbf275f59ed44e15c1700b3b1,,
1303 S Perryville Blvd,Perryville,US,us/mo/perryville/1303sperryvilleblvd/-864103396,37.71128,-89.89024,Taco Bell,63775,MO,http://www.tacobell.com,https://locations.tacobell.com/mo/perryville/1303-s-perryville-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028491andutm_content=website,https://locations.tacobell.com/mo/perryville/1303-s-perryville-blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028491&utm_content=website,,
1302 S Perryville Blvd,Perryville,US,us/mo/perryville/1302sperryvilleblvd/-1161002137,37.71139,-89.89106,McDonald's,63775,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1205 S Perryville Blvd,Perryville,US,us/mo/perryville/1205sperryvilleblvd/-2061630068,37.713893,-89.889753,Burger King,63775,MO,http://www.bk.com,https://locations.bk.com/mo/perryville/1205-perryville-blvd.html,,,
900 E Avenue E,Alpine,US,us/tx/alpine/900eavenuee/-1161002137,30.263111,-103.65409,McDonald's,79830,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
15232 Bluebird St NW,Andover,US,us/mn/andover/15232bluebirdstnw/-1161002137,45.24683,-93.30458,McDonald's,55304,MN,http://mcdonalds.com,,,,
1301 Commercial Ave,Anacortes,US,us/wa/anacortes/1301commercialave/-1161002137,48.5114,-122.61209,McDonald's,98221,WA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
460 S State St,Clarksdale,US,us/ms/clarksdale/460sstatest/-1161002137,34.191245,-90.573775,McDonald's,38614,MS,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
18201 Mack Ave,Grosse Pointe,US,us/mi/grossepointe/18201mackave/-1161002137,42.409405,-82.91459,McDonald's,48236,MI,http://mcdonalds.com,,,,
1505 Main St,Hamilton,US,us/oh/hamilton/1505mainst/-1161002137,39.42622,-84.60095,McDonald's,45013,OH,http://mcdonalds.com,,,,
Route 12b,Hamilton,US,us/ny/hamilton/route12b/-1161002137,42.83436,-75.54962,McDonald's,13346,NY,http://mcdonalds.com,,,,
880 Horizon South Pkwy,Grovetown,US,us/ga/grovetown/880horizonsouthpkwy/-1161002137,33.45879,-82.19286,McDonald's,30813,GA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1101 N Service Rd E,Ruston,US,us/la/ruston/1101nservicerde/108982847,32.540693,-92.625377,Ryan's,71270,LA,http://locations.buffet.com/va/woodbridge/0211/,,,,
98 Mcmeans Ave,Bay Minette,US,us/al/bayminette/98mcmeansave/-1161002137,30.879082,-87.783995,McDonald's,36507,AL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
320 Cross County Plz,Batesville,US,us/in/batesville/320crosscountyplz/-1161002137,39.309632,-85.213979,McDonald's,47006,IN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
4942 Lanier Islands Pkwy,Buford,US,us/ga/buford/4942lanierislandspkwy/-1059578798,34.062096,-83.99038,Shoney's on the Go,30518-1714,GA,http://facebook.com/shoneys,,,,
3302 16th St,Bedford,US,us/in/bedford/330216thst/-1161002137,38.860939,-86.516176,McDonald's,47421,IN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
110 Woolper Ave,Cincinnati,US,us/oh/cincinnati/110woolperave/1213685240,us/oh/cincinnati/110woolperave/1213685240,39.15001,-84.51125,Richie's Restaurant,45220-1216,OH,http://richiesrestaurant.com,,,
1074 Idaho St Ste 150,Elko,US,us/nv/elko/1074idahostste150/659024989,40.82638,-115.77779,Quiznos,89801,NV,http://quiznos.com,http://restaurants.quiznos.com/nv/elko/11thstreetelko-89801,,,
2520 S Maryland Pkwy Ste A,Las Vegas,US,us/nv/lasvegas/2520smarylandpkwystea/-1055723171,36.1439,-115.13648,Domino's Pizza,89109,NV,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,
803 S Park Dr,Broken Bow,US,us/ok/brokenbow/803sparkdr/1780593795,34.01875,-94.73904,Sonic Drive-In,74728,OK,https://locations.sonicdrivein.com/ok/broken-bow/803-s--park-drive.html,http://sonicdrivein.com,,,
3220 Fountain Way,Winnemucca,US,us/nv/winnemucca/3220fountainway/-2061630068,40.959103,-117.746124,Burger King,89445,NV,http://www.bk.com,https://locations.bk.com/nv/winnemucca/3220-fountain-way.html,,,
1930 W Winnemucca Blvd,Winnemucca,US,us/nv/winnemucca/1930wwinnemuccablvd/-1161002137,40.963941,-117.744047,McDonald's,89445,NV,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
2500 Idaho St,Elko,US,us/nv/elko/2500idahost/-2061630068,40.850833,-115.745272,Burger King,89801,NV,http://www.bk.com,https://locations.bk.com/nv/elko/2500-idaho-st.html,,,
1900 Idaho St Ste 101,Elko,US,us/nv/elko/1900idahostste101/-1055723171,40.82486,-115.78266,Domino's Pizza,89801,NV,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,
8908 Reading Rd,Cincinnati,US,us/oh/cincinnati/8908readingrd/-1161002137,39.222856,-84.440622,McDonald's,45215,OH,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
2080 E King St,Franklin,US,us/in/franklin/2080ekingst/-1161002137,39.483144,-86.020973,McDonald's,46131,IN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
1332 US Route 302,Barre,US,us/vt/barre/1332usroute302/-1161002137,44.22749,-72.55152,McDonald's,5641,VT,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
488 490th Court St,Binghamton,US,us/ny/binghamton/488490thcourtst/-1161002137,42.1042,-75.8771,McDonald's,13904,NY,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
2571 Commerce Pkwy,Barstow,US,us/ca/barstow/2571commercepkwy/-1161002137,34.85518,-117.08605,McDonald's,92311,CA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
2441 SE Washington Blvd,Bartlesville,US,us/ok/bartlesville/2441sewashingtonblvd/-1161002137,36.714239,-95.935119,McDonald's,74006,OK,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1995 Idaho St,Elko,US,us/nv/elko/1995idahost/-1161002137,40.84733,-115.74904,Mcdonalds,89801,NV,http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
5336 N Croatan Hwy,Kitty Hawk,US,us/nc/kittyhawk/5336ncroatanhwy/-1161002137,36.09857,-75.71965,McDonald's,27949,NC,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
2540 Mountain City Hwy,Elko,US,us/nv/elko/2540mountaincityhwy/-1161002137,40.83855,-115.79033,McDonald's,89801,NV,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
801 Dillingham Blvd,Honolulu,US,us/hi/honolulu/801dillinghamblvd/-1484634184,21.31804,-157.8695,Yellow Cab Pizza Co.,96817,HI,http://www.yellowcabpizzahawaii.com,,,,
5205 S Croatan Hwy,Nags Head,US,us/nc/nagshead/5205scroatanhwy/1780593795,35.93675,-75.61383,SONIC Drive In,27959,NC,https://locations.sonicdrivein.com/nc/nags-head/5205-s-croatan-hwy.html,,,,
6350 Tara Blvd,Jonesboro,US,us/ga/jonesboro/6350tarablvd/1082608893,33.58099,-84.37542,Waffle House,30236,GA,https://locations.wafflehouse.com/ga-jonesboro-915,,,,
107 Lakeview Dr,Belgium,US,us/wi/belgium/107lakeviewdr/-1161002137,43.4991,-87.83432,McDonald's,53004,WI,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
2380 New Hampshire 16,West Ossipee,US,us/nh/westossipee/2380newhampshire16/-1161002137,43.8203,-71.2015,McDonald's,3890,NH,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
210 W Highway 90,Dayton,US,us/tx/dayton/210whighway90/-1161002137,30.044622,-94.889207,McDonald's,77535,TX,http://mcdonalds.com,,,,
2020 Rock Rd,De Soto,US,us/mo/desoto/2020rockrd/-1161002137,38.14201,-90.57624,McDonald's,63020,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
618 S Highway 90,Benson,US,us/az/benson/618shighway90/-1161002137,31.98826,-110.29411,McDonald's,85602,AZ,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
7010 NW 23rd St,Bethany,US,us/ok/bethany/7010nw23rdst/-1161002137,35.49284,-97.63579,McDonald's,73008,OK,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1700 N Wood St,Gilmer,US,us/tx/gilmer/1700nwoodst/-1161002137,32.74372,-94.94123,McDonald's,75644,TX,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
4100 Miller St,Bethany,US,us/mo/bethany/4100millerst/-1161002137,40.265015,-94.010544,McDonald's,64424,MO,http://mcdonalds.com,,,,
2850 W University Dr,Denton,US,us/tx/denton/2850wuniversitydr/-1161002137,33.232883,-97.17022,McDonald's,76201,TX,http://mcdonalds.com,,,,
